M CIOLACU
PRIVAT 4.158020118065251
SFARSIT 4.143709004174121
OBIECTIVE 4.143709004174121
INCAT 4.128145726572484
STATULUI 4.062052481049946
TARII 3.9924187708042633
ACEEASI 3.8880899957695254
EUROPENE 3.7830851509974948
DOAMNELOR 3.7705475056773343
VETI 3.729338103756708
PUTERNICE 3.719063257431116
PARTENERIATULUI 3.719063257431116
DREPT 3.6922270100872634
IMPORTANTE 3.6910090828528426
PRECUM 3.689830666667755
SECURITATE 3.67334401608124
ALE 3.6569341949614547
CELE 3.596846827320719
UNOR 3.5817425090758475
REGIONAL 3.5675375847965896
MASURILE 3.494598350010393
ZI 3.4092854805491934
COMUNE 3.399881522160471
GASIM 3.3828409032839724
REPUBLICII 3.373362347531495
CULTURA 3.373362347531495
PRIN 3.36333602601483
DOMNILOR 3.3625791984846853
SPECIAL 3.351268465095281
SOCIETATEA 3.329462107873969
SERVICIILOR 3.248223265773501
AVAND 3.248223265773501
DORIM 3.2277332011602495
DIRECTIE 3.2249357517848187
PROGRAMUL 3.2132663140796893
STRATEGICE 3.2000200042423828
ROMANIEI 3.1622319502035006
CALITATE 3.145818180341947
DOMENII 3.132036468357671
STRAINE 3.132036468357671
ALES 3.1088228281107892
LOCALE 3.10778175313059
SPRE 3.10778175313059
REGASEASCA 3.10778175313059
STABILITATE 3.10778175313059
AUTOSTRAZI 3.10778175313059
MECANISME 3.10778175313059
PERSPECTIVA 3.10778175313059
SALE 3.10778175313059
CANCELARIILE 3.10778175313059
SENATULUI 3.10778175313059
AGENDA 3.10778175313059
VENITI 3.10778175313059
LUATI 3.10778175313059
REALIZAREA 3.10778175313059
INTREAGA 3.0996661078574985
PROBLEMA 3.086463923673226
CREA 3.0679580138076155
TINERILOR 2.9543681993401467
ACELE 2.9470314095526198
DRAGI 2.930310481700935
VORBIM 2.889717829051847
GUVERNARE 2.878590487987497
DOUA 2.874942716110347
MIJLOCUL 2.867049346245345
FIIND 2.867049346245345
UNUI 2.7957747519882656
LOCALITATI 2.7912939773404895
OFERIM 2.7720134120435014
REUSI 2.7720134120435014
PRESEDINTIA 2.653340759456319
ZIUA 2.653340759456319
PLATEASCA 2.653340759456319
TEHNOLOGII 2.653340759456319
LIMBA 2.653340759456319
CONTRIBUIE 2.653340759456319
UREZ 2.653340759456319
PROIECTELE 2.653340759456319
MINISTRII 2.653340759456319
RAPID 2.653340759456319
POPULATIEI 2.653340759456319
VIZIUNEA 2.653340759456319
EXPERIENTA 2.653340759456319
DIGITALIZARII 2.653340759456319
ADMINISTRATIEI 2.653340759456319
NATURAL 2.653340759456319
CIVILA 2.6261052826254336
CUNOSCUT 2.6261052826254336
JURUL 2.6261052826254336
SIMT 2.6261052826254336
PASI 2.6261052826254336
INTELES 2.6261052826254336
PRIORITATE 2.6261052826254336
RAZBOI 2.6261052826254336
CONDUC 2.6261052826254336
VIZIUNI 2.6261052826254336
EXTRAORDINAR 2.6261052826254336
SPECIALA 2.6261052826254336
AFECTEAZA 2.6261052826254336
STUDII 2.6261052826254336
ASIGURE 2.6261052826254336
CREDETI 2.6261052826254336
PUTERII 2.6261052826254336
DOMENIUL 2.615576732366407
CEEA 2.592419462866884
INVESTITII 2.580225499753928
MARILOR 2.5753028834208327
MULTUMESC 2.560642898612922
ADERAREA 2.539541379429644
GUVERNUL 2.53170167475234
SI-AU 2.5017242281004806
TRECEM 2.5017242281004806
PROGRAME 2.5017242281004806
BENEFICIUL 2.5017242281004806
DEZVOLTAT 2.5017242281004806
POPOR 2.5017242281004806
LUNG 2.5017242281004806
ORASE 2.5017242281004806
NECESARE 2.5017242281004806
SITUATIA 2.5017242281004806
PROVOCARI 2.5017242281004806
STIMULAREA 2.5017242281004806
ETAPE 2.5017242281004806
TIMP 2.4887591682200174
VOM 2.4808603283452006
RAZBOIUL 2.460672721901895
PUTEM 2.442373508546159
GUVERN 2.4331377126995846
VEDERE 2.409437231382903
NOSTRU 2.352966399324822
ASIGURA 2.3490273512682536
VALOARE 2.3403882217133187
INSTITUTII 2.329732233340262
CREEZE 2.3148479427549193
SISTEME 2.3148479427549193
PRIMULUI 2.3148479427549193
SOCIETATII 2.3148479427549193
PROFESIONIST 2.3148479427549193
SERVICIU 2.3148479427549193
MILITARA 2.3148479427549193
ROL 2.304422741524576
PERSONAL 2.2940910216308015
JUSTITIE 2.2940910216308015
IDEI 2.2940910216308015
URMARIT 2.2940910216308015
PUNA 2.2940910216308015
DATI-MI 2.2940910216308015
FUNCTIONEAZA 2.2940910216308015
LEGE 2.2940910216308015
NUMAI 2.277539098137339
PUNEM 2.274756632735547
LINIA 2.273703041144902
SPUNEA 2.273703041144902
FARA 2.23771095967255
INCREDERE 2.236477299946075
EDUCATIA 2.1986006330599124
STARE 2.1986006330599124
ISTORICA 2.1986006330599124
RESPECTIV 2.1798676775420964
CONDUCA 2.1798676775420964
SPECIALISTII 2.1798676775420964
ANGAJATI 2.1798676775420964
SANSE 2.1798676775420964
ERAU 2.1798676775420964
SPERANTA 2.178166289248382
PARLAMENT 2.148631466021948
AL 2.124862511668545
ACESTEA 2.1198868818166283
TOTII 2.1000945897397236
CAI 2.093470483005367
FORME 2.093470483005367
ANTREPRENORIATULUI 2.093470483005367
URMATOARELE 2.093470483005367
MATERIAL 2.093470483005367
BUCUROS 2.093470483005367
FOLOSIT 2.093470483005367
LIBERTATILE 2.093470483005367
URA 2.0718545020870605
PENSIILE 2.0718545020870605
DRUM 2.0718545020870605
SPITALE 2.0718545020870605
CRESTERE 2.0718545020870605
OCDE 2.0718545020870605
REFORME 2.0718545020870605
PARTENERII 2.0718545020870605
PARTENERIAT 2.0655139453682803
ECONOMIC 2.0655139453682803
CONVINS 2.0592120786264907
ECONOMICE 2.014901019662803
REUSIT 1.9973188140213685
TOATE 1.9776669704358927
MAJORITATEA 1.9620265199627742
SPRIJINUL 1.9514592204541954
BUCUR 1.9440449978847625
SISTEMUL 1.9328148729934254
SIGURANTA 1.9308846596524871
CONTEXTUL 1.9221365490165354
INTERESUL 1.8947784169706934
UITAM 1.8877878653836653
MODEL 1.8595316287155579
NORMAL 1.8595316287155579
MILITARI 1.8595316287155579
MILITAR 1.8595316287155579
DECIZIILE 1.8595316287155579
SUA 1.8595316287155579
CONTINUAM 1.8461135050436315
PARTENERI 1.8461135050436315
ASTAZI 1.837303155184203
SANATATE 1.8319873818440238
ASEMENEA 1.8113425995950658
INSTITUTIILE 1.8070779235371768
PNRR 1.7986865496157012
AIBA 1.7930359661411668
FATA 1.7912390583749902
DORINTA 1.7837687923982946
SIMBOL 1.7837687923982946
HOTARE 1.7837687923982946
REALIZAT 1.7837687923982946
CAPITAL 1.7837687923982946
STATELOR 1.7837687923982946
BUGETUL 1.7837687923982946
VENIM 1.7837687923982946
UNITATE 1.7837687923982946
MASURI 1.7825526158157738
TOT 1.7711052697385328
S-A 1.754504204682752
LUCRURILE 1.7533248914253414
ROMANILOR 1.7513107924003055
PUTEA 1.7291195605681495
LOC 1.7266023749706998
ECONOMICA 1.7222311718640344
CONCRETE 1.7221954090586944
CATRE 1.70586951693001
PARTENER 1.6866811737657477
LIDERILOR 1.6756342325476408
SERVICII 1.6756342325476408
RAMANA 1.6756342325476408
INDEPENDENTA 1.6756342325476408
SPATELE 1.6756342325476408
INTR-UN 1.6603717123258999
IMPORTANTA 1.648375499028186
PESTE 1.6424113366468758
RAMAS 1.6241116328867506
PASTRA 1.6241116328867506
DUCE 1.6241116328867506
FUNCTIONAL 1.613866600580125
TAXELOR 1.613866600580125
PLAN 1.6118706764023785
MULTI 1.5970737820916605
BUNE 1.5896140754174812
INTERESELE 1.588225460087143
MOD 1.5826391463414264
IMI 1.5666357014509187
GASIT 1.5660182341788358
LUAM 1.5660182341788358
CONSTANTA 1.5660182341788358
VIZEAZA 1.5660182341788358
LIPSA 1.5660182341788358
EXEMPLE 1.5660182341788358
PRIMUL 1.5633274115161013
MANA 1.563297943601297
PROSPERITATE 1.5538908765652952
V-ATI 1.5538908765652952
URMA 1.5476264242055358
LUNGA 1.5432319618366128
SCHIMBARE 1.5432319618366128
SA-L 1.5432319618366128
MEARGA 1.5432319618366128
LIDERII 1.5432319618366128
DISCUTII 1.5339790069038073
ARATA 1.524836348920188
PRIMA 1.50253260307212
CHESTIUNI 1.4906869198013175
A 1.4814992027860319
PUTERNICA 1.480871923848125
TOTI 1.4796332124899645
ALATURI 1.4771840996700736
EUROPEANA 1.476246079524748
CURAJ 1.472349595512352
BUNA 1.4684193897165583
LE 1.4658536316708963
NE 1.4536478902341357
INCEPUT 1.4451139272127904
DESI 1.4416022377483906
STAT 1.4395638706268767
NOASTRA 1.4336664569498145
CELELALTE 1.4335246731226727
SE 1.432543972327707
DECIZII 1.431318979775231
ULTIMUL 1.431318979775231
CAT 1.4059051778612643
NOASTRE 1.3967766498707619
ATAT 1.396067630619531
TURISMUL 1.3956469886702445
PLUS 1.3956469886702445
MASURA 1.3908101423460688
MICI 1.3860067060217505
ECONOMIA 1.3803375210455033
DOMNULE 1.3785852568726773
ACEST 1.37506297316706
APARARE 1.369134757149935
UNUL 1.3625109258907413
NATIUNI 1.3266703797281594
DRUMUL 1.3266703797281594
PREMIERUL 1.3266703797281594
DEJA 1.31982638509287
CORECT 1.3198263850928698
ROLUL 1.3198263850928698
EXTERNA 1.3130526413127166
COMPANII 1.3130526413127166
ROMANEASCA 1.3068697305150094
ASA 1.300207539353069
NE-AM 1.2997538014520316
LUCRU 1.2913484272902394
BINELE 1.2812031284083512
SCHENGEN 1.2812031284083512
PROIECT 1.2803214493064607
AI 1.275315955945237
INTRE 1.2706581156457812
FACEM 1.269453391419652
AZI 1.2552546367065263
STRATEGIC 1.2546202787488927
DUMNEAVOASTRA 1.2523878968835382
GUVERNAREA 1.25086211405024
PRETURI 1.25086211405024
PE 1.2463065296261555
DEVINA 1.2435291312443157
UNITI 1.2431127012522358
PUTINA 1.2362816242711399
UE 1.2303363609509477
ACESTE 1.2301285544031813
SERVICIILE 1.2244480053604136
MERGE 1.2244480053604136
VREME 1.2244480053604136
DE 1.2104947497786032
SPRIJIN 1.1931485005551032
CONSIDER 1.1911348796307384
IN 1.1889391992092322
ALT 1.1701941108566594
EUROPENI 1.163409275970342
AFARA 1.163409275970342
EDUCATIE 1.1623747904465616
SI 1.1599837125877077
EA 1.1574239713774597
FOLOSESC 1.1574239713774597
PUNE 1.1548117889280747
THE 1.152211370762288
POTI 1.1470455108154005
PARTENERIATUL 1.1470455108154005
SENS 1.1419257656671853
LUCRUL 1.1368515205724508
PENTRU 1.1363725998269922
PIB 1.133293840720157
NOU 1.12972877473805
IMPREUNA 1.126756011257159
UNA 1.126186068074909
LUME 1.1251341325362536
INCLUSIV 1.1177606240122449
NE-A 1.112898409117926
LASA 1.112898409117926
CAZUL 1.112898409117926
VOR 1.1121497145009445
NATIUNEA 1.0993003165299562
CONTINUA 1.0989748699980284
APROAPE 1.0945970407564596
ACESTUI 1.093310565772034
CEL 1.0903518510089634
SOCIETATE 1.0840454499427732
BINE 1.0715146574316428
ACEL 1.0622445378271594
CINCI 1.0622445378271594
POLITIC 1.0620428942501674
UNIUNEA 1.0616383954347965
INFRASTRUCTURA 1.0593995277819548
MOMENT 1.048218822455735
RURAL 1.0467352415026834
AVEA 1.0419186958138313
EUROPEI 1.0413032022049529
VENIT 1.0335219174875396
FAPTUL 1.0270395683438256
PROPUS 1.0034989327558446
TINERI 1.0026883392313621
ADUCE 0.981013259981387
CARE 0.9754377238806536
PUTERNIC 0.9720224989423814
DE-A 0.9683434500608308
SI-A 0.9610682745082678
LOR 0.9500107432642688
FRICA 0.9473892084853468
GASI 0.9438939326918325
ROMANESTI 0.9421880584584976
COMPANIILE 0.9340940713832422
LANGA 0.9306960328474594
INTALNIT 0.9273226274062246
CU 0.9272263436038336
GANDESC 0.9263991366990562
INSA 0.926136867877595
CAND 0.9239133968477569
ABSOLUT 0.9226001051243344
ESTE 0.9199952239296335
CUM 0.9098609427213165
TERITORIUL 0.9067617757352114
ACESTOR 0.9003794553992556
DESPRE 0.8994174220568366
DORESC 0.8991792331802074
SUB 0.8972218689562997
SA 0.897033423356285
POLITICA 0.8847834098998917
COLEGII 0.8822358180661236
DATORIA 0.8669334725532971
PARTE 0.8619320603517728
UN 0.8538851466693926
CEA 0.8537529120898744
MARI 0.8521266474242134
S-AU 0.8442969108777324
FORTA 0.8433405868828737
IMPORTANT 0.8382118157011985
TRECUT 0.8339080760334934
PUNCT 0.8220852524077512
MUNCA 0.8128782904049776
INTRA 0.8120558164433752
DOAMNA 0.8120558164433752
BUN 0.8076819845787019
CONCRET 0.8069333002900624
TREBUIE 0.8054107607390587
EXTREM 0.8008403331538961
MINE 0.8000056002531148
NATO 0.7983000280844986
SUNT 0.7933811875663023
DOAR 0.7912514880268846
DORI 0.7864545450854867
OAMENILOR 0.7769454382826476
EXISTA 0.7763616548640105
AVEM 0.7754497577771176
COPII 0.763712160730012
RAMANE 0.763712160730012
SANSA 0.7608164282281865
CRESTE 0.7585606312920035
ARE 0.7564209145687916
VA 0.7560660809978281
ZIS 0.7493684087489416
PACATE 0.7484226252575839
VALORILE 0.7478209694988993
SUCCES 0.7453434599006589
ENERGIE 0.7428608691444312
CE 0.7410281922627586
VADA 0.7379661333335512
CI 0.737069377153963
POATE 0.7338697277993718
MAI 0.7180496372733783
EXTERNE 0.7156594898876155
COLEGI 0.6906181673623535
STIMATI 0.6906181673623535
CONSTRUIM 0.6871639857269599
O 0.6868324853983698
ORICE 0.6854668156380926
PRIM-MINISTRU 0.6848187586963325
SPER 0.6845673785749676
IAR 0.6845438997205576
NOI 0.6838770757281549
MOLDOVA 0.6836527356450295
PLACE 0.6827405335426054
TOCMAI 0.6783390836087377
LIDERI 0.6778447949602997
ROMANIE 0.6765452856155671
RAND 0.6760536067542953
ARATAT 0.6704952438035595
UNDE 0.669488862790156
ERA 0.6679893194727984
ROMANI 0.6642887185070314
NOSTRI 0.6605484939878884
BANI 0.6603816663915963
TOATA 0.6582932163112395
PUTIN 0.6559323030237256
PROIECTE 0.6553382609817913
TINE 0.6522271808304339
PUTERE 0.6512831732687333
ROMAN 0.6448602739960766
ACEEA 0.6369733917731577
MULT 0.6303060685974646
LA 0.6301369411369379
DIASPORA 0.6260913955254163
LUAT 0.6245629717336818
FEL 0.6224863995868098
VREM 0.6221804243700958
INTR-O 0.6202571688471011
I-AM 0.6172641965528034
IMPOTRIVA 0.6172641965528034
TREI 0.6052091508031233
SISTEM 0.5983532299959986
ORI 0.5963834718844307
VIATA 0.5888114568949344
CINEVA 0.5856749305365865
SUNTEM 0.5831966173136246
SA-SI 0.5704136617056758
MILIOANE 0.5691447177267136
ACESTEI 0.5639773198295394
AN 0.5627368197611263
INCEARCA 0.5601038492381911
CA 0.5569330055242627
INCA 0.5499860999405994
FOST 0.5471576444064205
DINTRE 0.5445415723120955
INVATAT 0.5386212365551045
ANI 0.5381881004171889
UNITE 0.5287762120830475
ROMANESC 0.5283051196056108
MA 0.5235057716976587
ANTREPRENORII 0.5233676207513417
REFER 0.5207977596715644
PANA 0.5183969375550257
VINE 0.5183969375550257
STIU 0.5176563372928822
LOCURI 0.5173486617101243
DATA 0.5156512127442596
MAREA 0.5095883550861916
INTAMPLA 0.5092905894480704
ROMANIA 0.5080644089113466
ATUNCI 0.5054230793564464
FACUT 0.4936556526502142
STATELE 0.487318590708432
VIITORUL 0.4869184445551868
DIN 0.4837597911645344
AM 0.47989844562533057
LUCRURI 0.46827069447580294
TE 0.46656277699477755
ACEASTA 0.45848591171980085
FOARTE 0.45613921489054765
MULTE 0.44242906580580565
DAR 0.4415012959629508
FI 0.430944286493176
LUMEA 0.42455227858412875
ULTIMII 0.420569683680678
NU 0.4155670017327516
FIE 0.41325350257170534
NICIO 0.4050196699586043
PLANUL 0.4027441543215141
STATUL 0.3920221974597198
AVUT 0.38922667466025107
AU 0.38895217675006566
PREA 0.37477001777098823
TARA 0.37026480198714257
L-AM 0.36546841432389043
PRESEDINTE 0.36465430275048305
M-AM 0.360042281519594
CEI 0.35094485276110626
DACA 0.34957883707477916
CELOR 0.34790653075409067
TIMPUL 0.33282705978302096
ACUM 0.3281763607937288
ZONA 0.32778486422055586
MOMENTUL 0.3131510794586599
INSEAMNA 0.30927567337852446
VIITOR 0.30737371924428936
EXEMPLU 0.30481051073831944
UCRAINA 0.29617449693983133
AS 0.2930346150247116
VAZUT 0.280968703367252
EI 0.28022338682877473
ROMANII 0.2763677091926408
SPUS 0.2755390761371628
ATI 0.27278476247732153
POT 0.25686615563505044
NEVOIE 0.2490333484409174
II 0.2338288924865796
ACESTA 0.23309800268521838
ALTE 0.23114869789480563
CEVA 0.22380885204339887
CHIAR 0.21003784568808032
FIECARE 0.20601461588303635
DOMNUL 0.20084361908903386
IL 0.19584324778346757
SAU 0.19490563651492868
ACOLO 0.1891784070150131
EU 0.18646911121465065
FACE 0.17031082911583278
OAMENI 0.16679870098629718
DECAT 0.1286268334137313
ISI 0.12762025144393704
AR 0.10755921628708985
CRED 0.07072302722868636
FIM 0.0
SUNTETI 0.0
AICI 0.0
SALA 0.0
VAD 0.0
MULTIME 0.0
PRIETENI 0.0
FAPT 0.0
LEAGA 0.0
NE-AU 0.0
RASPUNS 0.0
PSD 0.0
CASTIGAT 0.0
ALEGERILE 0.0
MANDRI 0.0
ASTA 0.0
VREAU 0.0
DEVREME 0.0
PLANURI 0.0
NICIODATA 0.0
PLECAT 0.0
PARTIDUL 0.0
MOMENTE 0.0
MARE 0.0
INCREDEREA 0.0
COTITURA 0.0
AVEAM 0.0
DAM 0.0
PARTIDE 0.0
CEALALTA 0.0
LUPTAM 0.0
CALEA 0.0
GREA 0.0
PARTID 0.0
DUS 0.0
ADEVARUL 0.0
SCHIMBA 0.0
SCHIMBE 0.0
PARLAMENTARE 0.0
TOAMNA 0.0
CANDIDATI 0.0
FEMEI 0.0
REFORMA 0.0
FACA 0.0
INAINTE 0.0
ASUME 0.0
SCHIMBAT 0.0
RESPECTUL 0.0
LEGATURA 0.0
ESENTIALE 0.0
CONSULTAT 0.0
OAMENII 0.0
FAMILIA 0.0
MEU 0.0
FAC 0.0
SPUN 0.0
DA 0.0
VOI 0.0
DUPA 0.0
MERITA 0.0
COPIL 0.0
DOI 0.0
RECENT 0.0
ANUL 0.0
TERMINA 0.0
AJUTORUL 0.0
LUI 0.0
DUMNEZEU 0.0
NICI 0.0
VARSTA 0.0
GENERATII 0.0
INTREGI 0.0
TRAIT 0.0
DECI 0.0
VEDEM 0.0
ALEG 0.0
CORECTA 0.0
SPUNEM 0.0
ACCIDENTE 0.0
PREZIDENTIALA 0.0
TURISM 0.0
CONSTRUIASCA 0.0
CRESCUT 0.0
COMUNITATE 0.0
DISPARA 0.0
TINERII 0.0
SINGUR 0.0
OM 0.0
MUNCEASCA 0.0
BUNASTAREA 0.0
REDA 0.0
PRESEDINTELE 0.0
DEVENIT 0.0
DINTR-UN 0.0
SURSA 0.0
VI 0.0
INTAI 0.0
APOI 0.0
PRIMIT 0.0
ESUAT 0.0
COPIII 0.0
DROGURI 0.0
PRESEDINTI 0.0
LE-A 0.0
DELOC 0.0
DESTUL 0.0
STEA 0.0
DEMNITATE 0.0
DIRECTIA 0.0
PUTEREA 0.0
ARATE 0.0
RESPECT 0.0
FUNCTIA 0.0
CONSTITUTIA 0.0
LEGEA 0.0
FUNDAMENTALA 0.0
ADEVARAT 0.0
BUNI 0.0
STANGA 0.0
DREAPTA 0.0
SARACI 0.0
RESPECTATI 0.0
PROFESORI 0.0
MEDICI 0.0
REAL 0.0
BAZAT 0.0
VALORI 0.0
CREDINTA 0.0
MELE 0.0
NASCUT 0.0
BUZAU 0.0
M-A 0.0
CURAJUL 0.0
IEI 0.0
FII 0.0
TIN 0.0
MINTE 0.0
VREO 0.0
MI-A 0.0
INTOTDEAUNA 0.0
ACASA 0.0
MINTI 0.0
CEILALTI 0.0
EXTREMA 0.0
ALTA 0.0
PIERDUT 0.0
MEREU 0.0
SPUNE 0.0
VOUA 0.0
AVETI 0.0
PARINTII 0.0
PREZENTA 0.0
OFERIT 0.0
LIBERTATEA 0.0
FUNDAMENTALE 0.0
FORMA 0.0
TRAIESC 0.0
PERFECT 0.0
ALTFEL 0.0
MI-AM 0.0
PARE 0.0
RAU 0.0
INCERCAT 0.0
MUNCESC 0.0
POLITICIAN 0.0
LIDER 0.0
VIN 0.0
INTRAREA 0.0
OBSERV 0.0
FELUL 0.0
ADRESA 0.0
ROG 0.0
ELECTORALE 0.0
GARANTUL 0.0
VEDEA 0.0
UITAT 0.0
PROBLEMELE 0.0
CREATE 0.0
INTRAT 0.0
GREU 0.0
ECONOMIE 0.0
JOC 0.0
SALARII 0.0
PENSII 0.0
PRECEDENT 0.0
AMINTESC 0.0
DECIZIA 0.0
SINGURA 0.0
VIU 0.0
SIMPLU 0.0
FEMEIE 0.0
TRAIM 0.0
IAU 0.0
COPIILOR 0.0
SA-I 0.0
SCOALA 0.0
VEZI 0.0
MAINE 0.0
INTELEG 0.0
N-AU 0.0
INCHIS 0.0
SCOLI 0.0
GRAV 0.0
FURAT 0.0
HAIDETI 0.0
ADMINISTRATIE 0.0
PRIVIM 0.0
STRATEGICA 0.0
INDUSTRIA 0.0
INCEPE 0.0
PRINCIPALELE 0.0
TEHNOLOGICE 0.0
EUROPA 0.0
PRODUCTIE 0.0
CONSTRUCTIE 0.0
CONSTRUI 0.0
MASIV 0.0
MILIARDE 0.0
EURO 0.0
PRODUCEM 0.0
SECTORUL 0.0
NOUA 0.0
ATRAGEM 0.0
ECONOMIEI 0.0
FIRMELE 0.0
CONTRACT 0.0
TEHNOLOGIC 0.0
OBTINE 0.0
DIPLOMA 0.0
MULTA 0.0
ZERO 0.0
ENERGIA 0.0
FABRICI 0.0
JUCATOR 0.0
PIATA 0.0
AGRICULTURA 0.0
INDIFERENT 0.0
VENI 0.0
SANATOASA 0.0
ACCESIBILE 0.0
DEZVOLTAM 0.0
FINANTARE 0.0
PRINTR-UN 0.0
SERIOS 0.0
INCEPEM 0.0
SOSELE 0.0
MODERNE 0.0
FOLOSIM 0.0
PARTEA 0.0
CRUCIALA 0.0
URMATORII 0.0
FONDURI 0.0
FIU 0.0
CLAR 0.0
BUCURESTIULUI 0.0
MURDARE 0.0
TOXICE 0.0
UNEORI 0.0
INIMA 0.0
SCHIMBAM 0.0
RECONSTRUI 0.0
SPATII 0.0
ELE 0.0
NIMIC 0.0
REALIZA 0.0
AUTENTIC 0.0
ONESTITATE 0.0
PARTI 0.0
DECIDE 0.0
TAXE 0.0
NOAPTE 0.0
TAXELE 0.0
VIGOARE 0.0
INVESTITORII 0.0
VINA 0.0
BANII 0.0
PARGHII 0.0
EFICIENTE 0.0
CONTROL 0.0
CONTINUE 0.0
CORUPTIE 0.0
POZITIE 0.0
CAPABILA 0.0
ESENTA 0.0
COMANDANTUL 0.0
SUPREM 0.0
INTERNATIONALE 0.0
NICIUN 0.0
PACEA 0.0
CONDITIILE 0.0
GRIJA 0.0
INDEPENDENTEI 0.0
NATIONALE 0.0
ACORD 0.0
ALIATII 0.0
RELATII 0.0
DEMONSTRAT 0.0
USA 0.0
NIMENI 0.0
PROMISIUNI 0.0
ANULUI 0.0
ADERARE 0.0
CAP 0.0
LISTA 0.0
PREZIDENTIALE 0.0
TRANSPORTE 0.0
MANDATUL 0.0
PREMIER 0.0
POZITIA 0.0
MILITARE 0.0
VIZIUNE 0.0
PUTERNICI 0.0
AMERICAN 0.0
ARMAMENT 0.0
GERMANIA 0.0
SPANIA 0.0
ITALIA 0.0
FRANTA 0.0
EXISTE 0.0
VORBA 0.0
ACTIONEZE 0.0
IMPUNA 0.0
INCETEZE 0.0
INTERNATIONALA 0.0
ITI 0.0
TURCIA 0.0
TARILE 0.0
ORIENTUL 0.0
MIJLOCIU 0.0
DIPLOMATIE 0.0
LINII 0.0
RUSIA 0.0
DEPARTE 0.0
SUSTINE 0.0
DORESTE 0.0
FERM 0.0
UCRAINEI 0.0
RECONSTRUCTIA 0.0
RELATIEI 0.0
REPUBLICA 0.0
SPRIJINI 0.0
EUROPEAN 0.0
GARANTIE 0.0
VEST 0.0
STATE 0.0
PROTEJA 0.0
DREPTURILE 0.0
INCEPUTUL 0.0
PRIETEN 0.0
MODELUL 0.0
TARILOR 0.0
INAPOI 0.0
DAU 0.0
STRAINATATE 0.0
SUMA 0.0
CLARE 0.0
FERME 0.0
SIGURA 0.0
ISTORIA 0.0
I-AU 0.0
COMPLET 0.0
LUPTA 0.0
DROGURILE 0.0
BUNICII 0.0
DEGEABA 0.0
RESPECTA 0.0
PROST 0.0
FACUTE 0.0
INTERESELOR 0.0
SI-O 0.0
PLATITE 0.0
TARI 0.0
FACUT-O 0.0
PATRU 0.0
REDAM 0.0
MINISTRU 0.0
MINISTRI 0.0
BUCURIE 0.0
SEDINTA 0.0
POPORUL 0.0
MONDIALE 0.0
ANII 0.0
COMUNISMULUI 0.0
LIBERTATE 0.0
PROIECTUL 0.0
NUMEROASE 0.0
BUCURESTI 0.0
DOMNULUI 0.0
MARII 0.0
PRIETENIE 0.0
PRESEDINTIEI 0.0
PROTECTIA 0.0
GEOPOLITIC 0.0
COMPLICAT 0.0
STITI 0.0
CALE 0.0
PROPRIA 0.0
PACE 0.0
ESTIC 0.0
LE-AU 0.0
CONDUS 0.0
DIRECT 0.0
DEA 0.0
GANDUL 0.0
SPUNETI 0.0
PRIMESC 0.0
ORBAN 0.0
DAT 0.0
SECETA 0.0
IESITI 0.0
MANANCA 0.0
VREA 0.0
PREZINTE 0.0
INFLUENTA 0.0
VRUT 0.0
MACAR 0.0
CATEVA 0.0
ZILE 0.0
L-A 0.0
PNL 0.0
USR 0.0
UDMR 0.0
STIE 0.0
INVIT 0.0
CITIT 0.0
APROPO 0.0
CATE 0.0
RUDE 0.0
CERUT 0.0
MARILE 0.0
SOLUTIILE 0.0
ADUCA 0.0
BATUT 0.0
REFUZATI 0.0
UNII 0.0
SUBIECT 0.0
TEMELE 0.0
INVETE 0.0
COMISIE 0.0
CLARA 0.0
RESURSA 0.0
BULGARIA 0.0
FRUMOASA 0.0
ALTCEVA 0.0
CAPABILI 0.0
FACETI 0.0
NISTE 0.0
MINCINOSI 0.0
E 0.0
SPUNA 0.0
CINE 0.0
IMPOZITELE 0.0
CFR 0.0
MARFA 0.0
DATI 0.0
ADUCETI 0.0
IMPRUMUTURILE 0.0
AJUNGE 0.0
IMPRUMUTAT 0.0
LUNI 0.0
IMPRUMUTATI 0.0
GRATIS 0.0
SASE 0.0
SARACIT 0.0
LASATI 0.0
CRESCUTE 0.0
ALIMENTE 0.0
GAZ 0.0
SCHIMB 0.0
PUR 0.0
N-A 0.0
TINUT 0.0
CASA 0.0
AJUNGA 0.0
VOASTRA 0.0
GUVERNARII 0.0
PROMIT 0.0
NICIUNA 0.0
CANDIDAT 0.0
SEZONUL 0.0
INCHEIAT 0.0
IOHANNIS 0.0
S-AR 0.0
RAS 0.0
NATIUNE 0.0
OCAZIA 0.0
LUPTAT 0.0
CUMPANA 0.0
URIASE 0.0
VAZUT-O 0.0
CIUDA 0.0
GENERA 0.0
DEMONSTRAM 0.0
LASAT 0.0
RESPECTATA 0.0
APERE 0.0
CONSTIENTI 0.0
PROPUNERE 0.0
INCEP 0.0
PROPUNE 0.0
SPERAM 0.0
ALTI 0.0
AMERICANI 0.0
REPREZINTE 0.0
CIRCA 0.0
CADRU 0.0
SINGURUL 0.0
RIDICAM 0.0
ZECI 0.0
GENERATIE 0.0
ENERGETIC 0.0
MIX 0.0
GAZUL 0.0
NEAGRA 0.0
EL 0.0
ASTEPTAM 0.0
EVIDENT 0.0
VORBE 0.0
DUBLA 0.0
IESIM 0.0
SECUNDA 0.0
TRECUTA 0.0
